onset	duration	trial_type	block	audioOnset	audioDuration	audioOnsetIndex	eegOnsetIndex	word
2297.505859375	1.501953125	StartReading	Overt	2075.8274818026566	1.5017295608090315	91544996	1176323	UKU
2300.54296875	1.50390625	StartSaying	Overt	2078.8680380230635	1.5016388588560028	91679086	1177878	UKU
2303.837890625	1.501953125	StartReading	Overt	2082.179248871308	1.5026819313158335	91825112	1179565	ULU
2306.990234375	1.501953125	StartSaying	Overt	2085.568939584411	1.501774911785546	91974599	1181179	ULU
2310.17578125	1.5	StartReading	Overt	2088.8183143761785	1.5022737725272042	92117898	1182810	IPI
2313.556640625	1.501953125	StartSaying	Overt	2092.2056695139904	1.5023417989919756	92267282	1184541	IPI
2319.1328125	1.501953125	StartReading	Inert	2097.655768467583	1.501774911785546	92507634	1187396	OFO
2322.529296875	1.501953125	StartSaying	Inert	2101.0114686237885	1.502840659733634	92655622	1189135	OFO
2325.71875	1.50390625	StartReading	Inert	2104.325491232577	1.502613904851062	92801772	1190768	ARA
2329.033203125	1.501953125	StartSaying	Inert	2107.577995241724	1.5015708323912311	92945209	1192465	ARA
2332.310546875	1.50390625	StartReading	Inert	2111.068501175618	1.502500527409776	93099142	1194143	OKO
2335.64453125	1.501953125	StartSaying	Inert	2114.4781689938754	1.5027499577806052	93249510	1195850	OKO
2338.74609375	1.501953125	StartReading	Inert	2117.6123749807844	1.5017068853207742	93387730	1197438	ISI
2342.1328125	1.501953125	StartSaying	Inert	2120.974265545284	1.5023191235037185	93535991	1199172	ISI
2345.263671875	1.501953125	StartReading	Inert	2124.3281970134053	1.5027272822923479	93683901	1200775	EKE
2348.34375	1.50390625	StartSaying	Inert	2127.4665526146655	1.5025685538745477	93822304	1202352	EKE
2351.51953125	1.501953125	StartReading	Inert	2130.818579341773	1.5015708323912311	93970130	1203978	ESE
2354.751953125	1.501953125	StartSaying	Inert	2133.9379328838736	1.501457454949945	94107695	1205633	ESE
2357.94921875	1.501953125	StartReading	Inert	2137.115471728842	1.502523202898033	94247826	1207270	AKA
2361.263671875	1.501953125	StartSaying	Inert	2140.4758430356283	1.5024551764332617	94396020	1208967	AKA
2364.763671875	1.501953125	StartReading	Inert	2143.9394331649614	1.5015254814147168	94548766	1210759	OJO
